name,marke,kategorie,zutaten,energieKj,energieKcal,fett,gesaettigteFettsaueren,kohlenhydrate,zucker,eiweiss,salz,ean,preis,quelleUrl,bildUrl
Herr Edelmann Pesto Hanf-Basilikum 190G,"Huberti GmbH, Dorfstr. 61, 40667 Meerbusch",Soßen,"Basilikum 38%, Sonnenblumenöl, Hanfsamenöl 6%, Grana Padano DOP Käse (MILCH, EI- Lysozym) 5%, geschälte Hanfsamen 4%, geschälte Sonnenblumenkerne 3,2%, Kartoffelflocken, Salz, Zucker, Pecorino Romano DOP Käse (SCHAFMILCH), Knoblauch, Säurungsmittel: Milchsäure",1674,406,"39,6",5,"6,4","2,1","5,3","3,2",0,2.89,https://www.edeka24.de/Lebensmittel/Sossen/Herr-Edelmann-Pesto-Hanf-Basilikum-190G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/herr_edelmann_basilikumpesto_mit_hanfsamen_190g.jpg
Bahlsen Chokini 150G,"Bahlsen GmbH & Co. KG, Podbielskistraße 11, 30163 Hannover, www.bahlsen.com",Süß & Salzig,"WEIZENMEHL, Zucker, Palmöl, Kakaomasse, Glukosesirup, VOLLMILCHPULVER, Backtriebmittel: Natriumcarbonate, Diphosphate; Apfelsinenschalen, Kakaobutter, Glukose-Fruktose-Sirup, Aromen, HÜHNERVOLLEI, Emulgator: Lecithine; Stärke (WEIZEN), Säuerungsmittel: Citronensäure; gemahlene MANDELN, gemahlene HASELNÜSSE.",2064,493,23,12,63,28,"6,8","0,41",0,2.79,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Bahlsen-Chokini-150G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/bahlsen_chokini.jpg
Em-Eukal Hustenbonbons klassisch 150G mindestens 30ST,"Dr. C. Soldan GmbH, Dr.-Carl-Soldan-Platz 1, 91325 Adelsdorf, www.soldan.com",Bonbons & Kaugummi,"Zucker, Glukosesirup, Karamell, Menthol, Eukalyptusöl",1654,389,0,0,97,68,0,0,0,2.59,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Bonbons-Kaugummi/Em-Eukal-Hustenbonbons-klassisch-150G-mindestens-30ST.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/emeukal_hustenbonbons_klassisch.jpg
"Mumm  Dry Jahrgangssekt Trocken 0,75L","Godefroy H. von Mumm & Co. Sektkellereien GmbH, Geheimrat-Hummel-Platz 1, 65239 Hochheim/Main",Zu den Favoriten hinzufügen,Enthält Sulfite.,,,,,,,,,0,6.99,https://www.edeka24.de/Wein-Spirituosen/Sekt-Prosecco/Mumm-Dry-Jahrgangssekt-Trocken-0-75L.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/mumm_dry_jahrgangssekt_trocken_075l.jpg
Delverde Nudeln Cellentani 500G,"Newlat GmbH Deutschland, Franzosenstraße 9, 68169 Mannheim, www.newlat.de",Nudeln,HARTWEIZENGRIESS. Kann Spuren SOJA enthalten.,"1510,00000","356,00000","1,90000","0,80000","71,80000","3,50000","11,50000","0,00800",0,1.99,https://www.edeka24.de/Lebensmittel/Beilagen/Nudeln/Delverde-Nudeln-Cellentani-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/buitoni_nudeln_cellentani_500_g.jpg
Knorr Feinschmecker Pfifferling Sauce ergibt 250ML,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, www.unilever.de",Soßen,"Stärke, Palmöl , 8,3% Zwiebeln2, jodiertes Speisesalz, Aromen, Glukosesirup , Zucker, MILCHEIWEISS, Maltodextrin, 1,5% Pfifferlinge2, Champignonsaftkonzentrat2, Knoblauch², Pfeffer, Kochsalzersatz3, GERSTENMALZEXTRAKT, geräuchertes Speckfett (Schweinespeck, Antioxidationsmittel (Extrakte aus Rosmarin), Rauch), Sonnenblumenöl, Rotweinextrakt. Kann SELLERIE, EI, SENF, andere GLUTENHALTIGE GETREIDE und SOJA enthalten. 2 aus nachhaltigem Anbau. 3 gewonnen aus natürlichen Kaliummineralien.",332,80,5,"2,9","7,5","0,8","0,9","1,1",0,1.39,https://www.edeka24.de/Lebensmittel/Sossen/Knorr-Feinschmecker-Pfifferling-Sauce-ergibt-250ML.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/knorr_feinschmecker_pfifferling_sauce_40g(1).jpg
Knorr Feinschmecker Sauce Hollandaise Klassisch 35G,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, www.unilever.de",Soßen,"Stärke, Palmöl, Maltodextrin, 12% EIGELBPULVER, jodiertesSpeisesalz, MILCHEIWEISS, Hefeextrakt, Glukosesirup, Zucker, Zitronensaftpulver, MILCHZUCKER, WEIZENMEHL, Kochsalzersatz², Speisesalz, Weißweinextrakt, natürliche Aromen, Curcuma. Kann Spuren von SOJA, SELLERIE und SENF enthalten. ²gewonnen ausnatürlichen Kaliummineralien.",1784,427,44,28,7,"1,3","1,6","0,95",0,1.39,https://www.edeka24.de/Lebensmittel/Sossen/Knorr-Feinschmecker-Sauce-Hollandaise-Klassisch-35G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/knorr_feinschmecker_sauce_hollandaise_klassisch_35g.jpg
Ültje Mandel Erdnuss Mix Honig & Salz 200G,"ültje GmbH, Binnerheide 28, 58239 Schwerte, www.ueltje.de",Nüsse & getrocknete Früchte,"MANDELN (33%), ERDNUSSKERNE (32%), Zucker, Honig (3%), pflanzliche Öle (Sonnenblume, Shea), Geliermittel (E414), Salz, Farbstoff (E150c). Kann Spuren von anderen SCHALENFRÜCHTEN enthalten.",2269,545,35,"4,2",38,34,17,"0,81",0,3.79,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Nuesse-getrocknete-Fruechte/Ueltje-Mandel-Erdnuss-Mix-Honig-Salz-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/ltje_mandel_erdnuss_mix_honig_amp_salz.jpg
Mars 5ST 225G,"Mars GmbH, Postfach 1414, D-82004 Unterhaching",Schokoriegel,"Zucker, Glukosesirup, MAGERMILCHPULVER, Kakaobutter, Kakaomasse, Sonnenblumenöl, Molkepermeat (MILCH), Palmfett, Butterreinfett (MILCH), fettarmes Kakaopulver, GERSTENMALZEXTRAKT, Salz, Emulgator (SOJALECITHIN), HÜHNEREI-TROCKENEIWEISS. (Kann enthalten: ERDNÜSSE, andere NÜSSE).",1862,443,16,"7,4",70,62,"4,4","0,67",0,3.49,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Schokoriegel/Mars-5ST-225G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/mars_5st_225g.jpg
"Bree Chardonnay 0,75L","Peter Mertes KG Weinkeller, 54470 Bernkastel-Kues",Frankreich,Enthält Sulfite.,,,,,,,,,0,5.99,https://www.edeka24.de/Wein-Spirituosen/Weisswein/Frankreich/Bree-Chardonnay-0-75L.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/bree_chardonnay_halbtrocken_075l.jpg
Ben's Original Langkornreis 20-Minuten Kochbeutel 500G,"Mars GmbH, Postfach 1280, 27281 Verden (Aller)",Beilagen,Parboiled Langkornreis.,528,124,"0,5","0,1",27,"0,5","2,7","0,01",0,2.89,https://www.edeka24.de/Lebensmittel/Beilagen/Ben-s-Original-Langkornreis-20-Minuten-Kochbeutel-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/ben039s_original_langkornreis_20minuten_kochbeutel_500g.jpg
EDEKA Fruchtliebe Karibische Orange 1l,"EDEKA Zentrale Stiftung & Co. KG, New-York-Ring 6, 22291 Hamburg, www.edeka.de",Getränke,"Orangensaft aus Orangensaftkonzentrat, Antioxidationsmittel: Ascorbinsäure",184,43,"0,2","0,04","9,0","9,0","0,7","0,01",0,2.49,https://www.edeka24.de/Lebensmittel/Getraenke/EDEKA-Fruchtliebe-Karibische-Orange-1l.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/edeka_fruchtliebe_karibische_orange_1l_dpg.jpg
Hengstenberg Mildessa Mildes Sauerkraut mit original Schwarzwälder Speck 6x400G,"Hengstberg GmbH & Co.KG, Mettinger Straße 109, 73728 Esslingen, www.hengstenberg.de",Vorteilspack,"Weißkohl, 4% Räucherspeck (Schweinespeck, Salz, Dextrose, Gewürze, Gewürzextrakte, Konservierungsstoff Natriumnitrit, Rauch), Zucker, Salz, Gewürze, Gemüseextrakte (Karotte, SELLERIE, Lauch), natürliche Gewürz-Aromen, natürliche Aromen (enthält SELLERIE), Antioxidationsmittel Ascorbinsäure.",151,36,"1,9","0,8","1,4","1,3","1,7","1,6",0,14.20,https://www.edeka24.de/vorrat/Hengstenberg-Mildessa-Mildes-Sauerkraut-mit-original-Schwarzwaelder-Speck-6x400G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/mildessa-sauerkraut-m.-speck.jpg
Alnatura Bio Ceylon Zimt gemahlen 50G,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Würzmittel & Brühen,Ceylon-Zimt*. *aus biologischer Landwirtschaft. Kann Spuren von SELLERIE und SENF enthalten.,,,,,,,,,0,3.29,https://www.edeka24.de/Lebensmittel/Wuerzmittel-Bruehen/Alnatura-Bio-Ceylon-Zimt-gemahlen-50G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_ceylon_zimt_gemahlen_50g.jpg
Snickers Protein Riegel 47G,"IBT International Brands Trading GmbH, Ifflandstraße 11, 68161 Mannheim",Süß & Salzig,"Eiweißmischung (22%) (Molkeeiweißkonzentrat (aus MILCH), MILCHEIWEIßISOLAT, MILCHeiweiß, Emulgator: SOJALECITHIN); MILCHSCHOKOLADE (19%): (Zucker, Kakaobutter, MAGERMILCHPULVER, Kakaomasse, Lactose und Eiweiß aus Molke (aus MILCH), Palmfett, Molkepulver (aus MILCH), MILCHfett, Emulgatoren:SOJALECITHIN, E476, natürlicher Vanilleextrakt); Karamell (15%): (gesüßte kondensierte MAGERMILCH, Glucosesyrup, Invertzuckersyrup, Palmöl, Butter (MILCH), Zucker, Emulgator: E471; Stabilisator: Pektine, Salz, natürliches Aroma);ERDNÜSSE (10%); Feuchthaltemittel: Glycerin; Glukosesyrup, ERDNUSSMEHL; Zucker, Füllstoff (Polydextrose); Fructo-Oligosaccharide; Sonnenblumenöl, Aroma (ERDNUSS); Salz; Antioxidationsmittel: natürlich gemischte Tocopherole. Kann Spuren von GLUTEN, EI, MANDELN, HASSELNÜSSE und PEKANNÜSSE enthalten.",1711,409,17,"6,1",42,30,23,"0,57",0,3.49,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Snickers-Protein-Riegel-47G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/snickers_protein_riegel_47g.jpg
Ragusa Classique 100G,"CB Import GmbH, Offnadinger Straße 2, 79238 Ehrenkirchen",Süß & Salzig,"Zucker, HASELNÜSSE (davon 11% ganze), Kakaomasse, Kakaobutter, Kokosfett, VOLLMILCHPULVER, SOJAMEHL, BUTTERREINFETT, MAGERMILCHPULVER, Emulgator: Rapslecithin, Vanilleextrakt. Kann Spuren von MANDELN enthalten. Schokolade 19%, Pralinen-Füllung 70%. Schokolade: mindestens 47% Kakao",2449,585,37,15,54,49,7,"0,01",0,3.59,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Ragusa-Classique-100G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/ragusa_classique_mit_pralinefamp252llungampampganzen_haselnamp252ssen_100g.jpg
Alnatura Bio Amaranth Zartbitter Riegel 25G,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Süßes von Alnatura,"Zartbitterschokolade* 52 % (Kakaomasse*, Rohrohrzucker*, Kakaobutter*, stark entöltes Kakaopulver*), Amaranth* gepufft 26 %, Honig* 22 % *aus biologischer Landwirtschaft . Kann Spuren von GLUTEN, SOJA, MILCH, MANDEL, HASELNUSS, WALNUSS, CASHEWNUSS, PARANUSS und SESAM enthalten.",2037,488,26,16,50,33,"8,9","0,01000",0,1.29,https://www.edeka24.de/Bio-Produkte/Lebensmittel-von-Alnatura/Suesses-von-Alnatura/Alnatura-Bio-Amaranth-Zartbitter-Riegel-25G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_amaranth_zartbitter_riegel_25g.jpg
Milka Trauben-Nuss 90G,"Mondelez Deutschland GmbH, D-28078 Bremen.",Süß & Salzig,"Zucker, Rosinen (19 %), Kakaobutter, Kakaomasse, MAGERMILCHPULVER, Süssmolkenpulver (aus MILCH), HASELNUSSSTÜCKCHEN (5 %), BUTTERREINFETT, Emulgator (SOJALECITHINE), HASELNUSSMASSE, Aroma. KANN ENTHALTEN: ANDERE NÜSSE UND WEIZEN.",2125,508,28,15,57,53,"6,2","0,22",0,2.19,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Milka-Trauben-Nuss-90G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/milka_traubennuss_90g.jpg
Alnatura Bio Hummus Natur 180G,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Brotaufstriche von Alnatura,"Kichererbsen* gekocht 37 %, Wasser, Sonnenblumenöl*, Zitronensaft* aus Zitronensaftkonzentrat*, TAHIN* (SESAMMUS*), Knoblauch*, Speisesalz, Agavendicksaft*, Paprika*, Pfeffer*, Kreuzkümmel*. Kann Spuren von ERDNUSS enthalten. *aus biologischer Landwirtschaft.",950,230,19,"1,8","7,9","2,5","4,9","1,2",0,2.29,https://www.edeka24.de/Bio-Produkte/Fruehstuecksartikel-von-Alnatura/Brotaufstriche-von-Alnatura/Alnatura-Bio-Hummus-Natur-180G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/bio_alnatura_hummus_natur_180g(1).jpg
Milka Dunkel Schokoladentafel 90G,"Mondelez Deutschland GmbH, D-28078 Bremen.",Tafelschokolade,"Zucker, Kakaomasse, Kakaobutter, MAGERMILCHPULVER, BUTTERREINFETT, Süssmolkenpulver (aus MILCH), Emulgator (SOJALECITHINE), HASELNUSSMASSE, Aroma. Kann enthalten: andere NÜSSE und WEIZEN.",2219,557,36,22,47,44,"7,6","0,19",0,2.19,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Tafelschokolade/Milka-Dunkel-Schokoladentafel-90G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/milka_dunkel_schokoladentafel_90g.jpg
Manner Snack Minis Schoko 300g,"Josef Manner & Comp. AG,  Wilhelminenstraße 6, AT-1171 Wien, www.josef.manner.com",Süß & Salzig,"Zucker, pflanzliche Fette (Kokos, Palm), WEIZENMEHL (18%), MAGERMILCHPULVER (10%), mageres Kakaopulver (6%), WEIZENVOLLKORNMEHL (4%), Glukosesirup, Kakaobutter, Kakaomasse, Salz, Stärke, Emulgator: Lecithine (SOJA); SAHNEPULVER (0,1%), HASELNÜSSE, Backtriebmittel: Ammoniumhydrogencarbonat, Natriumhydrogencarbonat, Kaliumcarbonate; BUTTERREINFETT, natürliches Aroma. Kann Spuren von anderen Nüssen enthalten.",2144,513,28,24,56,37,"7,7","0,36",0,2.89,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Manner-Snack-Minis-Schoko-300g.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/mannersnackminischok.jpg
Ehrmann High Protein Pudding Caramel Style 200G,"Ehrmann GmbH, D-87770 Oberschönegg",Fit ins neue Jahr,"Entrahmte MILCH, MILCHEIWEISS 8,5%, SAHNE, modifizierte Stärke, Laktase, Verdickungsmittel (Carrageen, E 466), Süßungsmittel (E 950, Sucralose), natürliches Aroma, Farbstoffe (E150d, Caro-tin), Salz. Enthält von Natur aus Zucker.",319,76,"1,5",1,"5,5",4,10,"0,2",0,1.59,https://www.edeka24.de/Aktionen/Fit-ins-neue-Jahr/Ehrmann-High-Protein-Pudding-Caramel-Style-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/ehrmann_high_protein_pudding_karamell_200g(1).jpg
Haribo Saft Goldbären 160G,"HARIBO GmbH & Co. KG, Hans-Riegel-Straße 1, 53129 Bonn, www.haribo.com",Fruchtgummi & Lakritz,"Glukosesirup; Fruchtsaft aus Fruchtsaftkonzentrat: Apfel, Zitrone, Pfirsich, Himbeere, Kirsche, Orange, Banane; Zucker; Gelatine; Dextrose; Säuerungsmittel: Citronensäure; Sonnenblumenöl; Frucht- und Pflanzenkonzentrate: Saflor, Spirulina, Apfel, Holunderbeere, Schwarze Johannisbeere, Orange, Kiwi, Aronia, Traube, Zitrone; Holunderbeerextrakt; Aroma; Überzugsmittel: Bienenwachs weiß und gelb. Kann Spuren von MILCH, WEIZEN enthalten.",1437,338,"0,5","0,1",77,46,"5,7","0,03",0,1.29,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Fruchtgummi-Lakritz/Haribo-Saft-Goldbaeren-160G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/haribo_saft_goldbamp228ren_160g.jpg
Appel Feuer-Röllchen 200G,"Maris Food GmbH, Neufelder Schanze 2, 27472 Cuxhaven, www.appel-feinkost.de",Fischkonserven,"HERINGSFILETS (Clupea harengus) (70%), Wasser, Tomatenmark, Zwiebeln, Rapsöl, Zucker, Branntweinessig, Gewürze (enthalten SENF), Mango Chutney (Zucker, Mango, Branntweinessig, Speisesalz, Gewürze), Speisesalz, modifizierte Stärke, MILCHEIWEIß, Verdickungsmittel (Guarkernmehl, Johannisbrotkernmehl, Natriumalginat), Würze, Gewürzextrakte, WEIZENMEHL, MAGERMILCHPULVER.",729,175,"11,2","2,1","5,8","5,6","11,7","1,1",0,2.49,https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Appel-Feuer-Roellchen-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/appelfeuer-rllchen.jpg
Mövenpick Haselnuss Creme Nuss & Milch 300G,"Schwartauer Werke GmbH & Co. KG, Lübecker Straße 49-55, 23611 Bad Schwartau, www.schwartau.de",Nuss- & Schokocreme,"Zucker, Sonnenblumenöl, MAGERMILCHPULVER 15%, geröstete HASELNÜSSE 10%, VOLLMILCHPULVER 8%, SÜSSMOLKENPULVER, Kakaobutter, LAKTOSE, Emulgator: Lecithine, natürliches Vanillearoma. Kann andere SCHALENFRÜCHTE und SOJA enthalten.",2181,522,"30,8","5,8","54,4","54,2","6,5","0,37",0,4.79,https://www.edeka24.de/Lebensmittel/Fruehstueck-Snacks/Nuss-Schokocreme/Moevenpick-Haselnuss-Creme-Nuss-Milch-300G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/mvenpicknussmilch.jpg
Alnatura Bio Gelierzucker 2:1 500G,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Geliermittel-Sahnefest,"Rohrohrzucker* 97,4 %, Geliermittel: Pektin. * aus biologischer Landwirtschaft.",1637,385,,0,"95,5","95,5",0,"0,07",0,2.89,https://www.edeka24.de/Lebensmittel/Backen-Desserts/Geliermittel-Sahnefest/Alnatura-Bio-Gelierzucker-2-1-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_gelierzucker_21_500g.jpg
Alnatura Bio Kartoffel Püree locker & cremig 160G,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Knödel-Kartoffelprodukte,"Kartoffeln* 96%, Meersalz, Gewürze* (Zwiebelpulver*, Muskatnuss*, Knoblauch*, Liebstöckel*, Kurkuma*), Sonnenblumenöl* *aus biologischer Landwirtschaft . Kann Spuren von GLUTEN, EI, SOJA, MILCH, SELLERIE und SENF enthalten.",301,71,"1,6","0,6",11,"2,4","2,6","0,52",0,3.29,https://www.edeka24.de/Lebensmittel/Beilagen/Knoedel-Kartoffelprodukte/Alnatura-Bio-Kartoffel-Pueree-locker-cremig-160G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnakarpr.jpg
Dr.Oetker Nuss-Nougat 200G,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33617 Bielefeld, www.oetker.de",Backen & Desserts,"Zucker, 30% HASELNÜSSE, Kakaomasse, MAGERMILCHPULVER, Kakaobutter, Emulgator (Lecithine). Kann enthalten: MANDELN undweitere SCHALENFRÜCHTE (NÜSSE).",2216,531,30,"7,7",55,52,"7,4","0,09",0,4.89,https://www.edeka24.de/Lebensmittel/Backen-Desserts/Dr-Oetker-Nuss-Nougat-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/droetker_nussnougat_200g.jpg
Hengstenberg Apfelrotkohl traditionell 680G,"Hengstberg GmbH & Co.KG, Mettinger Straße 109, 73728 Esslingen, www.hengstenberg.de",Konserven,"Rotkohl, 8% Apfelsaft aus Apfelsaftkonzentrat, Zucker, Branntweinessig, Weinessig, 2% Apfelstücke, Salz, natürliches Gewürz-Aroma, natürliches Aroma",212,50,"0,2","0,09","8,7","8,5","1,688","1,2",0,2.29,https://www.edeka24.de/Lebensmittel/Konserven/Hengstenberg-Apfelrotkohl-traditionell-680G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/hengstenberg_apfelrotkohl_traditionell_680_g.jpg
Kühne Dressing Joghurt Gartenkräuter 250ML,"Carl Kühne KG, 22761 Hamburg",Salatdressing,"Wasser, MAGERMILCHJOGHURT (20%), Rapsöl, Glukose-Fruktose-Sirup, Branntweinessig, modifizierte Stärke, Kräuter (1,5%) (Schnittlauch, Dill, Petersilie), Salz, Verdickungsmittel Xanthan, MILCHEIWEIß, Zitronensaftkonzentrat, Säuerungsmittel Milchsäure, natürliches Aroma (enthält MILCH).",575,138,10,"0,8","9,8","5,9","1,7","1,3",0,1.89,https://www.edeka24.de/Lebensmittel/Sossen/Salatdressing/Kuehne-Dressing-Joghurt-Gartenkraeuter-250ML-oxid.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/khne_dressing_joghurt_gartenkruter_250ml(1).jpg
"Jever Fun alkoholfrei 0,5l","Friesisches Brauhaus zu Jever KG, Elisabethufer 18, 26441 Jever",Bier,"Wasser, GERSTENMALZ, Hopfen, Gärungskohlensäure.",,,,,,,,,0,1.05,https://www.edeka24.de/Wein-Spirituosen/Bier/Jever-Fun-alkoholfrei-0-5l.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/jever_fun_alkoholfrei_05l_dpg.jpg
"Bitburger Pils 0,5L","Bitburger Braugruppe GmbH, Römermauer 3, 54534 Bitburg, www.bitburger.de",Bier,"Wasser, GERSTENMALZ, Hopfen, Hopfenextrakt.",170,40,0,0,"3,1",0,0,0,0,1.09,https://www.edeka24.de/Wein-Spirituosen/Bier/Bitburger-Pils-0-5L.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/bitburger_pils_05l_dpg.jpg
Alnatura Bio Kakaobutter 100G,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Lebensmittel von Alnatura,"Kann Spuren von SOJA, MILCH und NÜSSEN enthalten.",3700,900,100,60,"0,5","0,5","0,5","0,01",0,7.49,https://www.edeka24.de/Bio-Produkte/Lebensmittel-von-Alnatura/Alnatura-Bio-Kakaobutter-100G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/bio_alnatura_kakaobutter_100g.jpg
Nestlé Nuts 5ST 150G,"Nestlé Deutschland AG, Baseler Straße 46, 60329 Frankfurt am Main, www.nestle.de",Süß & Salzig,"Zucker, Glukosesirup, geröstete ganze HASELNÜSSE, pflanzliche Fette (Palm, Shea), Kakaobutter, MOLKENERZEUGNIS, VOLLMILCHPULVER, Glukose-Fruktose-Sirup, gezuckerte KONDENSMAGERMILCH (MAGERMILCH, Zucker), kakaomasse, getrocknetes HÜHNEREI-EIWEIß, Emulgator (Lecithine)",2049,490,"24,5","10,2","61,5",55,"4,9","0,15",0,3.49,https://www.edeka24.de/Lebensmittel/Suess-Salzig/Nestl-Nuts-5ST-150G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/nestle_nuts_5x30g.jpg
Alnatura Bio Roggen 1KG,"Alnatura Produktions- und Handels GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt, www.alnatura.de",Samen-Saaten,"ROGGEN* *aus Demeter-Landbau . Kann spuren von SOJA, MILCH, MANDEL, NÜSSEN, SELLERIE und SESAM enthalten.",1372,325,"1,7","0,2",62,"1,1","8,4","0,01",0,1.79,https://www.edeka24.de/Lebensmittel/Beilagen/Samen-Saaten/Alnatura-Bio-Roggen-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/alnatura_bio_roggen_1kg.jpg
"Capri Sun Multivitamin Zero 10x 0,2L","Capri Sun GmbH, Rudolf-Wild-Str. 86-98, 69214 Eppelheim/Heidelberg, www.capri-sun.com",Getränke,"Quellwasser, Orangensaft* (3,1%), Zitronensaft* (2,7%), Ananassaft* (0,3%), Bananensaft* (0,3%), Apfelsaft* (0,3%), Kiwisaft* (0,2%), Säuerungsmittel Citronensäure, Maracujasaft* (0,1%), natürliches Aroma, Vitamine: C, Niacin, E, B6, Thiamin (B1), Biotin, Süßungsmittel Sucralose, Cyclamat und Saccharin, Antioxidationsmittel Ascorbinsäure. (*aus Fruchtsaftkonzentrat)",15,3,,,0,0,,,0,4.49,https://www.edeka24.de/Lebensmittel/Getraenke/Capri-Sun-Multivitamin-Zero-10x-0-2L.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/capri_sun_multivitamin_zero_10x02l.jpg
Pomito Pizza & Pasta Sauce 500G,"Boschi Food & Beverage S.p.A., Via Ghiara 25, IT-43012 Fontanellato, www.boschifood.it",Soßen,"Tomaten 91%, Zwiebeln 3%, Olivenöl 3%, Salz, Knoblauch 0,6%, Zucker, Petersilie 0,3%, natürliches Aroma von Knoblauch, Oregano 0,04%, Chili 0,02%.",271,65,"3,2","0,5","6,2","5,2","1,5","1,4",0,2.69,https://www.edeka24.de/Lebensmittel/Sossen/Pomito-Pizza-Pasta-Sauce-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/pomito_pizza_amp_pasta_sauce_500g.jpg
Bad Heilbrunner Teaya Bio Blaubeere mit Ahornsirup 20ST 38G,"Bad Heilbrunner Naturheilmittel GmbH & Co. KG, Am Krebsenbach 5-7,  83670 Bad Heilbrunn, www.bad-heilbrunner.de",Tee,"Hibiskus*, Apfel*, Zichorienwurzel*, Johannisbrotstücke*, Steviablätter*, natürliches Blaubeeraroma, Blaubeergranulat* 2% (Blaubeermark*, Maisstärke*, Rohrohrzucker*), Ahornsirupgranulat* 2%, süße Brombeerblätter*, Rote Beete*, natürliches Himbeeraroma. *aus kontrolliert biologischem Anbau.",,,,,,,,,0,3.19,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Tee/Bad-Heilbrunner-Teaya-Bio-Blaubeere-mit-Ahornsirup-20ST-38G.html,https://www.edeka24.de/out/pictures/generated/product/1/400_400_90/teayablauahronsir.jpg
